SA2,SA2 NAME,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19
510031271,Ashburton (WA),3714,3636,3530,3416,3326,38,38,39,39,39,390747690,363689634,355744692,337918826,327350318,105009,100665,100206,97795,96546,105209,100025,100778,98922,98422
510031272,Karratha,10121,9478,9638,9820,10145,36,36,37,37,37,979833521,898556211,874642413,897108333,941183755,83111,81003,77538,78364,79350,96812,94804,90749,91355,92773
510031273,Roebourne,2373,2283,2317,2357,2305,40,40,39,39,39,235063884,219621610,213120226,218196475,217839624,90137,87937,85856,80498,82479,99058,96199,91981,92574,94507
511011274,Esperance,7589,7465,7443,7327,7351,45,45,45,46,46,440923622,452412247,447805292,454670653,466967730,45490,46249,45948,47994,49541,58100,60604,60165,62054,63524
511011275,Esperance Region,1989,1873,2040,1989,1991,45,46,46,46,46,155670467,138623887,159207470,163450480,156650776,51552,49670,51379,55485,53441,78266,74012,78043,82177,78679
511021276,Carnarvon,3029,2900,2855,2796,2760,42,43,44,44,44,173515347,167684890,166423178,158232153,159928843,45034,45897,46247,45333,48690,57285,57822,58292,56592,57945
511021277,Exmouth,2376,2337,2455,2474,2455,40,40,41,41,41,144437058,141591402,146610420,149753424,152610897,46333,46462,46733,47349,48387,60790,60587,59719,60531,62163
511031278,Boulder,4334,4089,4080,4116,4131,39,40,40,40,40,304472874,288911815,285456002,293595501,300865239,61211,61403,60978,62363,64951,70252,70656,69965,71330,72831
511031279,Kalgoorlie,8558,8490,8439,8584,8694,39,39,39,39,39,648981236,653994020,644271702,667143900,698005299,65567,66253,65240,67069,68718,75833,77031,76345,77719,80286
511031280,Kalgoorlie - North,5290,5241,5322,5392,5507,38,38,38,39,38,426362625,430580729,438042355,446858209,467950388,72142,73237,73124,74466,75961,80598,82156,82308,82874,84974
511031281,Kalgoorlie Airport,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
511031282,Kambalda - Coolgardie - Norseman,2160,2107,2078,2076,1998,42,43,44,44,44,159264706,152466591,148250387,153997871,148996290,62872,59964,59327,61482,63109,73734,72362,71343,74180,74573
511031283,Leinster - Leonora,811,783,829,858,817,44,43,43,42,42,49587601,48867334,54323009,57723341,56953118,53830,56445,59307,60015,65315,61144,62410,65528,67277,69710
511031284,Trafalgar (WA),np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
511041285,Geraldton,7211,7188,6589,6322,6370,45,46,46,46,46,442707571,439880740,388831074,374850046,396565791,48440,47865,46365,46206,49106,61393,61197,59012,59293,62255
511041286,Geraldton - East,4097,3957,3965,4051,4134,43,43,44,44,44,245159573,234603316,231664536,240332722,254271855,48326,47827,48133,49344,52111,59839,59288,58427,59327,61507
511041287,Geraldton - North,4375,4307,4576,4778,4867,43,43,43,43,43,283838877,280730270,292648102,313128946,326652905,52700,54052,53946,54673,56244,64877,65180,63953,65536,67116
511041288,Geraldton - South,6167,6032,6216,6186,6209,42,43,43,43,44,430451603,424940654,427070055,437655807,454352167,57311,56372,55614,57875,59996,69799,70448,68705,70749,73176
511041289,Irwin,2071,1964,1985,2015,2038,50,50,51,51,51,133640820,122815843,123732715,124996936,134344449,46785,45686,43607,44919,49019,64530,62534,62334,62033,65920
511041290,Meekatharra,1000,985,992,975,962,46,46,48,48,48,50971819,51746431,56326716,54471187,52489864,42315,41362,45629,46990,46754,50972,52534,56781,55868,54563
511041291,Morawa,2193,2108,2206,2120,2106,48,48,47,48,48,130045965,112877844,152797928,121307174,164574642,45399,41537,52302,47886,55262,59300,53547,69265,57220,78146
511041292,Northampton - Mullewa - Greenough,3180,3040,3222,3227,3240,48,49,49,50,50,170034301,173601132,193971292,181786929,225922798,39590,40565,41808,40598,46621,53470,57106,60202,56333,69729
601011001,Bridgewater - Gagebrook,2311,2371,2503,2673,2888,39,39,39,39,38,90524130,94197478,100902794,111635875,125205678,37525,38341,38406,40107,42142,39171,39729,40313,41764,43354
601011002,Brighton - Pontville,2875,3008,3120,3240,3390,40,41,41,41,40,143033113,151495315,162241183,173122241,189506572,45614,46895,47870,49658,51953,49751,50364,52000,53433,55902
601011003,Old Beach - Otago,2579,2673,2762,2840,2945,44,44,44,44,44,137517140,147808983,154238328,164575537,176223203,48928,51483,51339,52513,54747,53322,55297,55843,57949,59838
601021004,Bellerive - Rosny,3629,3698,3690,3830,3941,49,49,49,48,47,206547562,223643595,217837247,231590231,242633301,46321,46598,47134,48305,49061,56916,60477,59034,60467,61566
601021005,Cambridge,4853,4870,5123,5241,5383,47,47,47,47,47,290374927,296451019,318420806,341347723,358912081,49737,51026,52095,54565,57530,59834,60873,62155,65130,66675
601021006,Geilston Bay - Risdon,2013,1988,2020,2066,2119,45,45,45,45,45,108274074,109714803,112730470,119547867,127886810,50605,51795,52393,54101,55372,53787,55189,55807,57864,60352
601021007,Howrah - Tranmere,6279,6285,6590,6746,6954,46,47,46,46,46,353079308,363233040,386014347,402743008,426811435,48015,49864,50612,51838,53789,56232,57794,58576,59701,61376
601021008,Lindisfarne - Rose Bay,4215,4245,4401,4442,4575,49,49,49,48,47,227552539,234931974,249145795,257108760,272553705,45822,46515,48331,47838,49831,53986,55343,56611,57881,59575
601021009,Mornington - Warrane,1979,2031,2133,2259,2359,38,38,37,37,37,88556897,92150566,98781327,106261132,114614855,42976,43335,44325,44887,46438,44748,45372,46311,47039,48586
601021010,Risdon Vale,996,1032,1091,1151,1233,39,39,39,38,38,41394804,44141576,48587571,51592323,58036866,38904,41884,42303,43834,46017,41561,42773,44535,44824,47070
601021011,Rokeby,2375,2616,2798,2949,3224,38,37,38,37,36,105009410,116700369,128217953,138826133,159180416,41596,42942,43995,44700,47224,44214,44610,45825,47076,49374
601021012,South Arm,2644,2680,2731,2815,2868,47,47,47,48,48,149577071,154866726,162190516,170092004,177774127,47835,49143,51336,52882,54241,56572,57786,59389,60423,61985
601031013,Austins Ferry - Granton,2292,2307,2385,2478,2558,43,44,43,43,44,116055924,118214890,125349173,137143914,147184580,46059,47465,48513,51199,53270,50635,51242,52557,55345,57539
601031014,Berriedale - Chigwell,2650,2662,2765,2920,2986,43,42,42,41,41,122509928,128080749,134762659,144181240,155199987,44369,45594,46157,46452,49349,46230,48114,48739,49377,51976
601031015,Claremont (Tasnp),3759,3844,3911,4006,4261,41,41,41,41,40,170505720,179975301,186986346,193402876,214639891,43413,44632,45564,45570,47502,45359,46820,47810,48278,50373
601031016,Derwent Park - Lutana,1997,2052,2116,2248,2374,42,41,41,40,38,93127371,97007454,101378967,107862154,116692222,44138,44918,44647,45178,46359,46634,47275,47911,47981,49154
601031017,Glenorchy,4714,4874,5168,5446,5927,42,42,41,39,38,205310099,217289824,231093789,244097341,270358237,41037,42460,41974,42600,43106,43553,44581,44716,44821,45615
601031018,Montrose - Rosetta,2492,2548,2631,2690,2845,46,44,44,44,43,121565077,127040445,131005531,136377852,151114733,45090,46408,46508,47328,49405,48782,49859,49793,50698,53116
601031019,Moonah,2694,2772,2888,3040,3288,41,41,41,39,37,124274487,127611104,134857708,146511165,161855842,42923,42758,43938,44570,45548,46130,46036,46696,48194,49226
601031020,New Norfolk,3030,3049,3136,3246,3362,44,44,43,43,42,138143873,141729654,145901575,157907077,169899575,41504,42974,43826,45279,47181,45592,46484,46525,48647,50535
601031021,West Moonah,2007,2059,2249,2342,2517,42,41,39,38,37,93095818,96669035,107130040,112497639,124966355,42321,43401,43103,43239,45233,46386,46950,47635,48035,49649
601041022,Kingston - Huntingfield,6202,6243,6542,6749,7065,42,42,42,42,41,325976497,331631446,352755425,367932815,392533354,46279,47424,47329,47856,49062,52560,53121,53922,54517,55560
601041023,Kingston Beach - Blackmans Bay,6094,6067,6353,6581,6746,47,47,47,46,46,348511876,346303984,371617043,394470725,419219111,47578,48027,48478,50123,51873,57189,57080,58495,59941,62143
601041024,Margate - Snug,4214,4331,4473,4549,4676,44,45,45,45,45,221502023,235197138,246236145,259076234,273797632,45897,48605,49140,50628,52339,52563,54306,55049,56952,58554
601041025,Mount Wellington,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
601041026,Taroona - Bonnet Hill,2148,2122,2196,2244,2312,50,50,49,50,50,140499031,140160382,146949187,151913084,158030305,49876,50766,51085,52224,53187,65409,66051,66917,67697,68352
601051027,Hobart,5404,5392,5446,5784,5843,41,43,41,39,38,359752592,366714846,359838931,371757711,378122664,45167,45818,43537,43489,44945,66572,68011,66074,64273,64714
601051028,Lenah Valley - Mount Stuart,5176,5196,5314,5481,5709,44,44,44,44,43,306448110,317990170,327681028,344847975,370172625,51293,52970,52408,53384,54854,59206,61199,61664,62917,64840
601051029,Mount Nelson - Dynnyrne,2650,2724,2897,3002,3187,44,44,43,43,42,165763643,174130389,181226434,197300398,206109366,48619,48575,46773,47739,46942,62552,63925,62557,65723,64672
601051030,New Town,3262,3375,3519,3718,3855,44,43,42,41,40,190296878,197240119,207123252,221017225,231950657,49235,49402,48117,48959,48801,58337,58442,58859,59445,60169
601051031,Sandy Bay,7571,7561,7758,8118,8204,48,47,47,46,44,544918299,545475322,564290203,588612566,616270118,44585,44560,44532,44010,45135,71974,72143,72737,72507,75118
601051032,South Hobart - Fern Tree,3668,3694,3905,4056,4121,44,44,44,44,44,220905291,222414811,239487302,255533857,266159071,47509,47345,48822,49085,51246,60225,60210,61328,63001,64586
601051033,West Hobart,3742,3723,3894,3992,4124,44,44,44,43,43,244512074,238538228,248599208,267730313,281125960,50636,51665,51434,52708,54575,65343,64072,63842,67067,68168
601061034,Dodges Ferry - Lewisham,3940,3951,4178,4316,4538,46,46,46,46,46,182318765,185593961,202748500,215704725,238237664,41929,42519,43510,44565,47650,46274,46974,48528,49978,52498
601061035,Sorell - Richmond,4501,4625,4822,4972,5245,45,44,44,44,44,221030902,233664036,247204675,264421006,280167695,43758,45003,46058,47804,49461,49107,50522,51266,53182,53416
602011036,Invermay,1456,1505,1514,1580,1630,40,40,40,39,38,62717838,65633617,66210821,71794513,75784643,37937,39424,39303,40363,41323,43075,43610,43732,45440,46494
602011037,Kings Meadows - Punchbowl,2030,2156,2205,2336,2424,42,42,41,41,41,101130054,112023802,115036964,126090072,134288854,43574,45015,46205,47110,49083,49818,51959,52171,53977,55400
602011038,Launceston,3396,3522,3260,3367,3388,45,47,46,46,45,230135085,251669156,236756693,241857761,242267444,49034,50027,50140,50489,52402,67767,71456,72625,71832,71508
602011039,Legana,2166,2234,2377,2446,2510,45,46,45,46,46,113298066,119396411,129166271,135242980,145877147,44817,45601,46276,48203,50309,52308,53445,54340,55291,58118
602011040,Mowbray,1567,1556,1647,1773,1888,36,37,36,35,35,57923088,58468733,61222828,66280727,74798100,32544,32273,32207,32493,35350,36964,37576,37172,37383,39618
602011041,Newnham - Mayfield,3695,3753,3953,4133,4275,40,39,39,38,38,154486720,158892447,169316909,178221537,190954843,38635,39034,39213,39992,40855,41810,42337,42833,43122,44668
602011042,Newstead,2686,2707,2758,2845,2897,45,45,45,46,45,174219962,180408925,187888848,199297137,205962931,47403,49144,50476,51932,54180,64862,66645,68125,70052,71095
602011043,Norwood (Tasnp),2261,2277,2293,2269,2243,48,47,48,47,47,126068657,126756100,130428678,132803064,134413091,44669,46148,46844,48286,50277,55758,55668,56881,58529,59926
602011044,Prospect Vale - Blackstone,3577,3554,3672,3729,3804,45,45,45,46,46,193395418,194565946,204620888,212944649,224109864,45864,47233,48609,49932,50783,54066,54746,55725,57105,58914
602011045,Ravenswood,1322,1302,1350,1371,1434,42,42,42,42,42,49567709,49165035,51731776,53195120,56475957,36669,37135,36427,36709,37411,37494,37761,38320,38800,39384
602011046,Riverside,3716,3609,3780,3934,4099,45,46,46,45,45,204084535,203432660,213074397,231478715,246621209,44999,45945,47075,48238,49722,54920,56368,56369,58841,60166
602011047,South Launceston,2360,2327,2392,2454,2462,39,39,39,39,39,118079397,118046708,123020097,131231149,137261791,43981,44824,45705,46992,49229,50034,50729,51430,53476,55752
602011048,Summerhill - Prospect,2484,2476,2543,2582,2635,42,42,42,42,42,117046905,120203284,126801878,133012019,139888598,43508,45292,46475,47971,49812,47120,48547,49863,51515,53089
602011049,Trevallyn,2760,2689,2788,2882,2954,45,45,45,45,44,160287860,156465650,165767902,173598010,189585722,48381,48335,50597,50860,54250,58075,58187,59458,60235,64179
602011050,Waverley - St Leonards,1690,1676,1778,1812,1890,41,42,42,41,41,77860569,77052040,83732803,90135052,97554133,42755,43020,44241,46182,47935,46071,45974,47094,49743,51616
602011051,West Launceston,2399,2431,2520,2546,2526,44,44,44,45,45,137187606,139796163,144464560,150084261,148674825,46839,48129,48295,49327,49650,57185,57506,57327,58949,58858
602011052,Youngtown - Relbia,2711,2674,2685,2731,2786,45,45,45,46,46,144606472,148118202,148190926,154492016,164964338,45419,46771,46458,47926,50099,53341,55392,55192,56570,59212
602021053,Beauty Point - Beaconsfield,1740,1725,1764,1802,1858,51,51,51,51,52,77942843,78370025,78435313,83205049,91714803,36302,37548,37035,38000,40942,44795,45432,44464,46174,49362
602021054,Deloraine,2900,2870,2961,3042,3149,48,47,48,48,48,122648924,120612336,129933968,138877078,152807262,34876,35635,36685,38010,40068,42293,42025,43882,45653,48526
602021055,Grindelwald - Lanena,3217,3179,3215,3322,3337,50,50,50,50,50,153886897,154530320,160185535,167141782,175714684,39636,39559,40759,41308,43673,47836,48610,49824,50314,52656
602021056,Hadspen - Carrick,1859,1906,1938,2024,2026,44,44,44,44,44,92277014,96985579,99896260,106777021,112025683,44883,46470,47120,47890,50327,49638,50884,51546,52755,55294
602021057,Westbury,2102,2074,2126,2183,2238,48,49,48,48,48,97469772,98115250,102809005,106180401,116495838,38617,39334,40672,41869,44782,46370,47307,48358,48640,52054
602031058,Dilston - Lilydale,2321,2346,2378,2437,2522,48,48,49,49,49,119117699,118935189,123150671,131235549,138236107,44504,44783,45030,45937,48381,51322,50697,51787,53851,54812
602031059,George Town,2869,2963,2990,3076,3122,47,47,47,48,47,137868978,144546159,146158622,154878119,161270893,40918,42142,41923,42860,45596,48055,48784,48882,50350,51656
602031060,Longford,2127,2157,2190,2228,2236,47,47,47,47,47,107629057,104921059,103531213,112049448,122205361,41839,41750,40980,43319,46207,50601,48642,47275,50291,54654
602031061,Northern Midlands,1807,1793,1857,1877,1950,46,46,46,46,46,85049134,82080565,86547042,94866616,109269320,39447,38180,39212,41107,44036,47066,45778,46606,50542,56036
602031062,Perth - Evandale,2788,2802,2928,3009,3045,46,47,46,46,47,142932706,144188542,154083146,163645910,173215269,43918,44740,45806,47464,49508,51267,51459,52624,54385,56885
602031064,St Helens - Scamander,2728,2872,2785,2909,2995,51,51,52,52,51,109540444,111706989,112938182,118830570,124364771,30186,29199,30030,31204,32551,40154,38895,40552,40849,41524
602031099,Flinders and Cape Barren Islands,502,486,505,529,525,52,53,52,53,53,23208216,23201770,24076927,24866807,25283446,35956,37135,38005,40260,39303,46232,47740,47677,47007,48159
602031100,Scottsdale - Bridport,3449,3448,3469,3484,3547,47,47,47,48,48,146864951,148418817,150903536,151584191,163998938,37126,37305,37932,38140,41073,42582,43045,43501,43509,46236
603011065,Central Highlands,1082,1040,1097,1144,1187,47,47,47,47,48,45495458,42495963,46422394,52166085,66081181,34463,35362,36414,38136,42583,42048,40862,42318,45600,55671
603011066,Derwent Valley,1525,1536,1641,1688,1714,46,46,46,46,46,70516223,72048788,79485314,83621686,89180971,41100,42479,43202,44739,48312,46240,46907,48437,49539,52031
603011067,Southern Midlands,3060,2963,3163,3283,3421,46,46,46,46,46,140470613,137835820,152266619,166173022,182728712,39717,40498,43719,44265,46491,45905,46519,48140,50616,53414
603011068,Wilderness - East,np,np,11,15,17,np,np,43,31,35,np,np,597179,833280,809522,np,np,36911,30487,34340,np,np,54289,55552,47619
603021069,Bruny Island - Kettering,1627,1690,1740,1800,1846,52,53,53,53,54,75928387,80543485,84989167,93119288,98534412,35167,35291,36337,37402,39431,46668,47659,48844,51733,53377
603021070,Cygnet,2043,2076,2256,2297,2429,49,49,48,48,48,87824614,93124294,100116508,101630458,173972764,32494,35022,34723,35712,37150,42988,44858,44378,44245,71623
603021071,Geeveston - Dover,1774,1721,1882,1928,2003,47,48,48,48,49,77560740,74484764,82084575,87261917,93796511,37127,37613,37089,38309,40116,43721,43280,43616,45260,46828
603021072,Huonville - Franklin,4407,4468,4673,4770,4992,45,45,45,44,45,205389964,212188607,226832419,235714490,261912683,40221,41381,42628,43900,45850,46605,47491,48541,49416,52466
603031073,Forestier - Tasman,1147,1133,1138,1216,1208,53,53,53,53,53,43129693,43540712,45875579,50720675,50260525,28728,30629,32134,34054,34924,37602,38430,40312,41711,41606
603031074,Triabunna - Bicheno,2267,2334,2436,2545,2621,52,52,52,52,51,93888082,100365102,100929053,111499301,118308065,33517,33617,34523,36300,37554,41415,43001,41432,43811,45139
604011075,Acton - Upper Burnie,1452,1452,1463,1499,1497,39,39,39,39,39,62966833,63590491,65162952,68650866,72096193,41612,41422,42397,42869,46413,43366,43795,44541,45798,48160
604011076,Burnie - Ulverstone Region,2859,2888,2935,3015,3095,47,47,47,47,47,137293424,140144645,142316340,153106201,161127759,41294,42122,42433,44894,46160,48021,48527,48489,50781,52061
604011077,Burnie - Wivenhoe,2046,2023,1913,1933,1966,44,43,43,42,42,104014447,101188285,95860551,103381943,106422889,42081,41789,42579,44652,46636,50838,50019,50110,53483,54132
604011078,Parklands - Camdale,2940,3013,3102,3208,3327,45,45,46,46,45,165874617,169750158,175179305,200126139,211180903,44875,46358,45877,48224,50352,56420,56339,56473,62383,63475
604011079,Penguin - Sulphur Creek,2681,2747,2862,2879,2916,47,47,47,47,47,138569327,143860841,151769611,161728571,166828768,43604,43850,44684,47521,48863,51686,52370,53029,56175,57212
604011080,Romaine - Havenview,1823,1816,1838,1851,1881,43,43,43,43,43,92455321,95326337,94014439,100205012,107168320,44844,45479,45272,47566,50946,50716,52492,51150,54136,56974
604011081,Somerset,1902,1959,1983,1990,2003,46,46,46,46,46,97428651,101381914,100492253,105471174,110662656,43842,42463,43321,46768,48454,51224,51752,50677,53001,55248
604011082,Ulverstone,3474,3506,3512,3480,3627,46,47,46,47,47,159817187,165229157,167647864,174464789,183600340,40250,40922,41785,44547,45100,46004,47128,47736,50134,50620
604011083,West Ulverstone,1881,1918,1989,2037,2057,47,47,47,47,47,93342793,95387115,97811851,105440616,108386170,42072,42114,41757,44399,45060,49624,49733,49176,51763,52691
604011084,Wynyard,2916,2866,2934,2944,3029,46,47,47,47,47,144642006,144509833,149307780,156340842,169999663,42343,43352,43881,44815,47899,49603,50422,50889,53105,56124
604021085,Devonport,6767,6839,7039,7156,7329,44,45,44,44,44,316766700,330152089,329098532,344110252,364247428,39286,40200,40440,41884,43811,46811,48275,46754,48087,49699
604021086,East Devonport,2092,2088,2091,2135,2196,44,45,45,45,45,92013813,94780648,94501613,95715259,99880787,37427,37427,38511,38809,38655,43984,45393,45194,44832,45483
604021087,Latrobe,2295,2307,2415,2458,2638,44,44,44,43,43,109721890,110638288,117590574,126648357,137485102,42034,42794,42922,45413,46952,47809,47958,48692,51525,52117
604021088,Miandetta - Don,1889,1927,2002,2056,2128,44,44,44,44,44,97496944,103352379,105700910,113998339,119824459,45454,47506,47102,47724,48345,51613,53634,52798,55447,56308
604021089,Port Sorell,3054,3112,3253,3319,3392,49,49,49,49,50,159312306,164018092,178077381,189888309,208329384,42011,42977,43568,45827,48039,52165,52705,54743,57213,61418
604021090,Quoiba - Spreyton,1716,1792,1767,1834,1885,44,44,44,44,44,84209559,89227445,89821646,96582156,106492181,43100,43903,45410,47649,50342,49073,49792,50833,52662,56495
604021091,Sheffield - Railton,3155,3168,3271,3394,3473,47,48,48,48,48,137917114,140258468,145268121,153810042,162188295,37594,37984,39091,39515,41793,43714,44274,44411,45318,46700
604021092,Turners Beach - Forth,1865,1872,1946,1989,2076,48,47,47,47,48,97933721,99984626,106140844,110058322,118216609,44254,44842,46701,48281,48501,52511,53411,54543,55333,56944
604031093,King Island,966,950,1009,995,1019,49,49,48,48,48,48816126,57192715,53388944,52915469,56692597,40582,45322,44805,45825,45668,50534,60203,52913,53181,55636
604031094,North West,2266,2303,2281,2289,2360,45,45,46,45,45,107234207,103749149,101773640,108288228,110795922,41164,39015,39893,42318,42260,47323,45050,44618,47308,46947
604031095,Smithton,2109,2076,2120,2127,2152,44,44,45,45,44,106241222,104048626,104402154,107411586,111330264,44102,45013,44896,45660,46599,50375,50120,49246,50499,51733
604031096,Waratah,2009,1979,1981,2058,2063,47,48,48,48,48,96750209,92686212,98575616,103216209,106806743,40957,39213,42107,42532,44476,48158,46835,49761,50154,51773
604031097,West Coast (Tasnp),1968,2147,2069,1972,1985,44,43,45,45,45,111240740,114933049,112245088,112020965,115705864,46454,41688,43780,47304,49789,56525,53532,54251,56806,58290
604031098,Wilderness - West,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
701011001,Darwin Airport,np,np,14,11,11,np,np,39,49,40,np,np,875287,454098,650608,np,np,56190,28345,59048,np,np,62521,41282,59146
701011002,Darwin City,6020,6141,6206,5909,5632,30,31,32,33,33,425380639,482903164,506935892,518758359,420609031,51473,56408,56035,60937,57789,70661,78636,81685,87791,74682
701011003,East Point,np,np,12,7,11,np,np,42,51,41,np,np,926192,370111,770344,np,np,72575,43560,68604,np,np,77183,52873,70031
701011004,Fannie Bay - The Gardens,2268,2191,2414,2451,2416,41,42,41,41,42,195028687,208176410,220628483,236387915,237226706,65554,68863,68102,70730,70817,85991,95014,91395,96445,98190
701011005,Larrakeyah,2860,2520,2732,2702,2721,34,36,36,37,36,234284551,225082480,225808846,252092194,228923566,63366,64188,63384,66748,65135,81918,89318,82653,93298,84132
701011006,Ludmilla - The Narrows,1440,1310,1317,1360,1406,40,41,41,41,40,100458477,98941772,97907678,102396766,102447589,60772,62291,60122,62865,62616,69763,75528,74341,75292,72865
701011007,Parap,1908,1987,1888,1873,1810,38,40,39,40,40,176460989,198925221,192133324,185187087,159828824,68583,73186,72442,75219,71724,92485,100113,101766,98872,88303
701011008,Stuart Park,3245,3221,3147,3167,3068,32,34,34,35,36,224167509,233924545,229182133,236852836,226463943,59225,61689,62426,64410,65094,69081,72625,72826,74788,73815
701011009,Woolner - Bayview - Winnellie,3862,3343,3628,3585,3027,38,39,38,39,39,268247366,248094480,247142969,248262890,222134648,52940,61499,50773,51942,60886,69458,74213,68121,69250,73384
701021010,Alawa,1398,1410,1364,1387,1360,40,39,40,40,40,86652741,87760326,84719606,85177105,83683694,54187,53080,54268,54188,53909,61983,62241,62111,61411,61532
701021011,Anula,1535,1497,1513,1476,1489,41,41,42,42,43,104106742,104934353,103532672,105993244,105895357,61625,63950,62419,65719,65013,67822,70096,68429,71811,71118
701021012,Berrimah,645,669,659,686,749,44,44,43,43,42,50147126,49171954,45222386,48547772,57550377,60802,60273,52208,58107,62943,77747,73501,68623,70769,76836
701021013,Brinkin - Nakara,2385,2441,2376,2395,2344,39,38,39,39,39,161500384,163696027,156095982,161181769,158124305,53967,52683,52899,52335,53870,67715,67061,65697,67299,67459
701021014,Buffalo Creek,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
701021015,Charles Darwin,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
701021016,Coconut Grove,1909,1848,1886,1878,1921,35,36,36,36,36,123574655,118626500,117619095,122166633,124407208,56987,57045,54315,55124,56144,64733,64192,62364,65051,64762
701021017,East Arm,21,29,29,36,44,47,51,47,37,48,1671098,2232990,2342463,2102762,2818882,74186,66436,73796,66082,66095,79576,77000,80775,58410,64066
701021018,Jingili,1172,1146,1129,1166,1124,41,42,42,43,43,80319727,78507797,77302143,80908124,79558187,57677,58860,59064,58753,60226,68532,68506,68470,69389,70781
701021019,Karama,3054,2922,2925,2894,2816,39,40,40,40,40,186633356,178212487,179619713,177912999,172800115,55296,55905,55048,56164,55535,61111,60990,61408,61477,61364
701021020,Leanyer,3281,3116,3059,3059,3019,40,41,41,42,42,226355915,220309364,215912793,218921295,215363511,61002,62197,62583,63127,63470,68990,70703,70583,71566,71336
701021021,Lyons (NT),2289,2627,3160,3282,3427,34,34,35,35,36,181920158,211722795,253754563,270950116,286687850,70536,71864,73297,74398,76696,79476,80595,80302,82556,83656
701021022,Malak - Marrara,2786,2762,2692,2708,2602,43,43,43,43,43,191042766,189438383,187537914,191428317,198066025,60339,60109,60960,60845,60961,68572,68587,69665,70690,76121
701021023,Millner,1822,1732,1723,1690,1712,38,38,39,38,39,114309346,109337548,106570510,107463270,107280985,56281,56339,55013,57274,56132,62738,63128,61852,63588,62664
701021024,Moil,1311,1248,1215,1229,1226,40,41,41,41,41,82799325,78083149,76816859,81101775,80354298,58381,56775,56253,58778,58281,63157,62567,63224,65990,65542
701021025,Nightcliff,2617,2556,2606,2618,2614,39,39,38,39,38,198839902,203446341,212320622,212379893,218131899,60069,62999,62920,65946,66004,75980,79596,81474,81123,83448
701021026,Rapid Creek,2282,2174,2257,2251,2265,38,39,39,38,39,163110591,158081361,157824994,166014653,170824577,60359,61823,59383,61019,63354,71477,72715,69927,73752,75419
701021027,Tiwi,1554,1476,1504,1479,1445,40,41,41,41,41,104721119,103804750,107802039,107761078,102993658,59815,61903,62434,63833,63645,67388,70328,71677,72861,71276
701021028,Wagaman,1490,1379,1347,1332,1351,38,39,39,39,39,84895460,80061576,76915049,80065329,79079785,49862,50795,49711,51191,51584,56977,58058,57101,60109,58534
701021029,Wanguri,1229,1143,1186,1173,1143,41,42,42,43,44,85226952,80398361,83534937,83658513,83842791,59949,59878,58296,61857,62437,69347,70340,70434,71320,73353
701021030,Wulagi,1548,1490,1523,1514,1517,41,41,40,41,42,106891875,103755379,104953169,109876355,109111567,61149,60764,61193,64490,64884,69052,69634,68912,72574,71926
701031031,Howard Springs,2371,2374,2530,2587,2517,44,43,42,42,42,176966520,172476424,184567641,193823818,188542406,63242,63299,63509,65529,68194,74638,72652,72952,74922,74908
701031032,Humpty Doo,5115,5026,5330,5418,5441,42,42,42,43,43,368129690,367347474,388181571,408985090,406402623,61983,63121,62112,65045,66165,71971,73089,72830,75486,74693
701031033,Koolpinyah,np,np,24,19,16,np,np,22,24,24,np,np,1597270,1535374,1049743,np,np,66107,70164,68462,np,np,66553,80809,65609
701031034,Virginia,1969,1945,2156,2122,2091,45,44,44,44,44,139875099,139894843,155409978,153877450,148427325,62096,63527,60738,63094,62214,71039,71925,72083,72515,70984
701031035,Weddell,2186,2229,2397,2474,2497,43,43,43,43,44,144300304,147610823,160348702,172936614,173173270,57053,57248,58524,61215,59992,66011,66223,66896,69902,69353
701041036,Bakewell,2112,2084,2071,2056,2054,36,36,37,38,38,146131012,145374294,142866242,145086746,141313863,63119,63802,63500,64462,65635,69191,69757,68984,70567,68799
701041037,Driver,1892,1803,1826,1849,1735,36,37,38,38,39,124045625,123000057,122772231,128037315,119352362,59401,61310,59877,60130,61909,65563,68220,67236,69247,68791
701041038,Durack - Marlow Lagoon,2548,2595,2827,2887,2938,36,37,37,37,38,199721240,215026629,230138663,242476836,235703839,70070,72447,71932,73073,73293,78384,82862,81407,83989,80226
701041039,Gray,1917,1807,1846,1871,1830,37,38,38,39,39,119130672,113919384,114865566,118745244,114551553,57327,57715,55781,57474,58192,62144,63043,62224,63466,62596
701041040,Moulden,1617,1579,1633,1634,1570,37,38,39,39,40,100533410,97609769,99874774,103310649,95606396,56989,57948,56815,59432,58499,62173,61817,61160,63226,60896
